帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
608,17,667.63,207.68,5994.04,365.83,38.2,10.08,1
608,51,1009.98,464.65,7039.97,1921.29,55.58,35.28,0
608,3,989.44,408.32,7036.11,1658.77,55.52,31.03,0
608,15,498.69,355.17,5083.08,732.61,23.05,16.02,0
608,11,498.04,396.39,5021.08,902.16,22.02,18.77,1
608,19,1004.81,431.47,7066.34,1776.61,56.02,32.94,1
608,47,830.74,247.59,6611.13,765.65,48.45,16.56,0
608,37,241.07,205.7,4232.85,-256.31,8.92,0.0,3
609,10,1155.46,903.58,7002.0,3967.61,55.14,60.53,1
609,2,471.27,713.25,4422.73,2183.3,12.66,35.02,1
609,7,1110.28,639.76,7195.28,2801.45,58.32,43.85,0
609,5,533.39,265.34,5330.14,404.38,27.61,9.59,1
609,13,629.9,298.36,5685.01,681.81,33.45,13.55,0
609,1,790.11,414.17,6185.89,1396.84,41.7,23.77,0
609,20,774.63,558.54,5912.37,1976.83,37.19,32.07,0
609,14,481.96,427.51,4880.86,1006.56,20.21,18.19,0
609,6,925.31,390.42,6784.37,1493.41,51.55,25.15,1
609,44,1710.32,411.23,10029.64,2716.33,105.0,42.64,1
609,9,275.76,334.25,4155.49,319.04,8.26,8.37,1
609,12,219.22,517.83,3653.9,1003.2,0.0,18.15,1
609,21,894.97,598.64,6356.46,2318.29,44.51,36.95,1
609,17,668.58,207.84,5977.42,360.07,38.27,8.95,1
609,8,955.41,349.94,6968.56,1368.08,54.59,23.36,0
609,3,993.48,407.94,7043.43,1665.15,55.82,27.61,0
609,29,845.68,376.47,6472.31,1319.98,46.42,22.67,1
609,51,1013.98,464.24,7047.49,1929.74,55.89,31.39,0
609,11,499.28,397.38,4996.71,905.92,22.11,16.76,1
609,15,497.15,356.15,5047.51,730.8,22.95,14.25,0
609,47,831.09,248.0,6597.36,762.86,48.47,14.71,0
609,19,1015.75,424.6,7112.25,1766.9,56.95,29.06,1
609,37,242.03,205.71,4200.75,-266.1,9.01,0.0,3
609,46,1294.9,980.53,7472.44,4490.46,62.89,68.0,3
